,Unnamed: 0,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Weekly Hour,How Many New Clothes Monthly,How Long Internet Weekly Hours,Energy efficiency,Recycling,Cooking_With,CarbonEmission
794,794,overweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,often,203.3194920164088,never,83,medium,1.093155901449979,59.61766048901882,0.0,66.38527792396116,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1386
795,795,normal,male,pescatarian,daily,coal,public,,often,315.1175703493538,rarely,707,extra large,4.6959527665512155,41.16780905194937,0.0,94.00568077783085,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],1384
796,796,underweight,female,omnivore,twice a day,wood,private,petrol,never,211.77241227429082,frequently,3756,extra large,0.7773107529770371,55.081551711400174,8.402849348089699,104.12898764762458,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3439
797,797,underweight,female,vegan,twice a day,natural gas,walk/bicycle,,often,270.537990768801,rarely,56,small,4.993560298751446,35.04222070921252,15.775839389058879,37.884193209053834,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],1103
798,798,normal,female,vegetarian,daily,electricity,private,petrol,often,333.57996039516064,frequently,7918,extra large,8.027648691425062,9.370150368563909,0.0,112.0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",4286
799,799,underweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,177.14025890387848,rarely,4757,extra large,7.637630581440815,8.738104683836898,9.301642986791693,81.36937279906593,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],2272
800,800,normal,male,omnivore,daily,electricity,private,diesel,sometimes,281.13763527086775,rarely,4411,small,4.84123590486996,61.38035741149322,11.379852775850107,39.815936185015914,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2482
801,801,normal,female,vegan,less frequently,coal,walk/bicycle,,often,310.6830049770992,never,62,extra large,1.8290741844214522,8.279728829896424,0.0,112.0,Sometimes,['Metal'],['Oven'],1565
802,802,obese,female,vegetarian,twice a day,natural gas,public,,sometimes,274.25033091082696,frequently,1,medium,4.9334886868578565,58.233444631090336,0.0,73.62172654907036,Yes,['Plastic'],"['Stove', 'Oven']",2144
803,803,normal,male,vegan,daily,electricity,walk/bicycle,,sometimes,266.19158390796747,very frequently,28,large,4.880898584874253,20.842048158234263,0.0,13.59088629744133,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2082
804,804,normal,female,vegan,twice a day,natural gas,walk/bicycle,,often,101.71196137632677,never,43,extra large,7.203932064813145,64.21425239913486,0.0,78.66050641693298,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2129
805,805,underweight,female,vegetarian,daily,natural gas,private,electric,sometimes,325.5401091186515,frequently,5823,medium,6.217938307838529,8.589195378330704,6.91259179309339,69.42281426080642,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1644
806,806,obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,251.45879483266955,rarely,8,medium,8.056250535313605,38.63855579127151,0.0,30.019770917921498,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1494
807,807,obese,female,pescatarian,more frequently,electricity,public,,never,291.15883488032387,frequently,1271,medium,6.434507843635137,0.0,0.0,83.47005376623741,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1872
808,808,normal,female,vegetarian,less frequently,natural gas,private,petrol,never,157.2978346107942,never,9845,extra large,2.0911540667506823,15.507528217741775,0.0,97.90302942495356,Sometimes,['Metal'],['Microwave'],4663
809,809,obese,female,vegan,more frequently,natural gas,public,,sometimes,246.15609984084753,never,1157,extra large,5.20294277027448,49.831144970238604,11.291354574949105,43.07977304609297,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2013
810,810,overweight,male,pescatarian,more frequently,natural gas,public,,sometimes,303.4572967315097,rarely,476,small,5.972529888397333,55.54984367268526,3.3223474799593236,112.0,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2164
811,811,overweight,female,omnivore,daily,coal,public,,often,279.0912223248111,frequently,482,small,3.607122995879428,0.0,0.0,102.85040225162217,No,"['Paper', 'Metal']","['Stove', 'Microwave']",2314
812,812,overweight,male,vegetarian,less frequently,wood,public,,often,282.97622853167286,very frequently,319,small,4.761593061315042,54.5685055567804,1.4363324661859251,84.98267778527739,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],2610
813,813,normal,male,vegetarian,daily,coal,walk/bicycle,,often,245.71377195943077,very frequently,50,large,2.9365868039809535,0.0,9.330822325715683,88.99242538712843,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2898
814,814,obese,female,omnivore,more frequently,natural gas,private,diesel,never,328.8927746095641,frequently,6395,large,4.0501758107238155,68.3569736097974,3.0878488728099995,62.157932442729106,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3314
815,815,underweight,female,pescatarian,more frequently,natural gas,public,,never,308.3841707853215,frequently,1195,large,2.47216832816702,80.98919443358133,0.4320249504230025,64.75438835336065,Yes,"['Paper', 'Glass']",[],1496
816,816,overweight,male,omnivore,less frequently,electricity,private,hybrid,often,337.54889432473584,very frequently,4288,medium,3.5215247244812478,64.3912765274132,12.03552611206575,35.08704379999322,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3710
817,817,obese,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,265.7981053013892,frequently,51,small,8.188176031059845,43.586584213374366,24.35331693106098,50.43748901305325,No,"['Paper', 'Plastic', 'Glass']",['Stove'],2464
818,818,underweight,male,vegetarian,daily,wood,public,,sometimes,393.8229497667354,rarely,62,large,7.496666960889428,43.49803930857359,0.0,80.91801583039515,Yes,[],"['Oven', 'Microwave']",1503
819,819,overweight,female,vegan,more frequently,electricity,public,,never,239.5106945869831,rarely,84,large,9.067234588225128,35.144730913691184,4.07837480705294,35.99015214264243,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],748
820,820,obese,female,pescatarian,daily,coal,public,,sometimes,388.09523312658683,never,1267,small,4.295432725475404,45.06959839901689,1.0644810972146543,36.011811918250196,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1497
821,821,normal,female,vegetarian,daily,natural gas,public,,sometimes,257.57690143194253,very frequently,1920,small,5.126004976478042,22.806803541319283,4.823272477169803,0.0,Sometimes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2175
822,822,normal,female,vegetarian,twice a day,coal,public,,often,306.44485281829367,rarely,1022,small,4.902357592035812,78.26251910667584,12.996170512330776,62.557625453699764,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1707
823,823,normal,female,vegetarian,less frequently,wood,public,,sometimes,267.20669521533006,very frequently,103,small,4.035263530277287,13.039279680934285,0.0,41.33395326586239,Yes,['Metal'],"['Stove', 'Oven']",2163
824,824,overweight,female,omnivore,more frequently,natural gas,private,electric,often,264.57890948259944,never,6654,small,2.4221342875465317,51.21126865787791,16.66190251017315,68.75589776614596,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",965
825,825,obese,female,vegan,less frequently,wood,public,,never,316.1133596566839,never,364,extra large,7.719247813616446,46.779359385451485,0.0,1.4520099042609047,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1463
826,826,normal,male,pescatarian,daily,electricity,walk/bicycle,,sometimes,205.51983885466626,frequently,77,small,2.0531442477285715,30.583285299980005,8.488298560214943,101.36188606045911,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],1579
827,827,underweight,female,vegan,more frequently,natural gas,public,,often,296.71249740888317,frequently,436,large,7.914553292473103,7.761324385026377,0.0,55.223807719487525,Sometimes,['Glass'],['Microwave'],1890
828,828,normal,male,omnivore,more frequently,electricity,public,,sometimes,198.46046105557105,very frequently,808,small,1.7984491321065579,28.962844659868736,0.0,93.78308368950172,Sometimes,['Paper'],['Oven'],2563
829,829,obese,male,vegetarian,daily,electricity,public,,sometimes,245.10687728159456,rarely,1299,large,6.992274235041009,84.1322798869217,0.0,68.08961034066627,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2018
830,830,normal,male,omnivore,less frequently,electricity,walk/bicycle,,often,315.87350475969896,very frequently,45,extra large,5.17753936747722,63.030067248615936,3.6313295617919747,84.43345153386164,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",3317
831,831,underweight,male,pescatarian,twice a day,electricity,walk/bicycle,,often,334.01157861531897,frequently,0,medium,2.8226665530954396,67.38371232069056,3.5076807420134495,83.91446551187899,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1640
832,832,overweight,male,omnivore,less frequently,wood,private,petrol,often,189.7663383455705,rarely,5203,medium,6.1594745642051025,0.0,15.572524642210869,108.58581538716103,Sometimes,"['Glass', 'Metal']",[],4151
833,833,normal,male,vegan,more frequently,coal,walk/bicycle,,never,226.60390523178458,frequently,89,large,6.974907611485666,22.32233411361164,0.0,65.42400225059855,Sometimes,"['Paper', 'Plastic']",[],2212
834,834,obese,male,omnivore,less frequently,wood,public,,never,305.75440581239576,frequently,1339,large,2.0612942752782883,6.506246632462485,0.0,43.68172270350162,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2211
835,835,normal,male,vegetarian,more frequently,natural gas,public,,often,464.94701998705216,frequently,655,extra large,4.658026595442061,52.31583204610993,0.0,55.3940644142174,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave'],2309
836,836,normal,female,omnivore,more frequently,wood,public,,never,227.4660411551066,rarely,1705,large,7.37865113053258,0.0,15.52415453201177,49.78503844685531,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1698
837,837,obese,female,pescatarian,daily,electricity,private,lpg,sometimes,177.78196051002828,rarely,2498,large,0.0,53.53085210075788,12.814613139481242,105.90334359186409,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],2521
838,838,obese,female,vegetarian,more frequently,natural gas,private,electric,often,392.3705793393116,frequently,5145,small,5.200124870031139,104.8583876970783,3.2288069193374573,88.61457213430327,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1930
839,839,normal,female,pescatarian,more frequently,natural gas,private,hybrid,sometimes,202.61220531166754,frequently,4595,small,3.708881174104209,80.27632120249851,0.6459238325792156,93.65499214191564,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1866
840,840,obese,female,omnivore,twice a day,coal,walk/bicycle,,never,247.26366230751466,very frequently,39,small,2.6097010977897463,100.1925481717548,4.222462555043282,46.99823003528207,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2923
841,841,obese,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,280.59904290397884,frequently,0,extra large,4.508442539008347,0.0,7.567480757095453,100.90526068446226,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",2600
842,842,obese,female,vegetarian,daily,coal,walk/bicycle,,sometimes,255.4835509385472,very frequently,6,extra large,3.8870159333717424,0.0,1.1729822109860453,112.0,No,"['Plastic', 'Glass']",['Stove'],3128
843,843,overweight,male,omnivore,more frequently,electricity,walk/bicycle,,never,215.21439541537933,rarely,2,medium,7.075837144511905,0.0,6.718659715651732,51.62845931984005,Yes,"['Paper', 'Plastic', 'Metal']",['Microwave'],1601
844,844,underweight,male,pescatarian,daily,electricity,private,lpg,sometimes,205.16737660517626,very frequently,6434,small,4.108888658173696,0.0,5.542305125983103,94.20107939508809,No,"['Paper', 'Glass']",['Microwave'],4052
845,845,obese,female,pescatarian,daily,coal,public,,never,250.9098046127818,rarely,224,medium,3.504726385292445,63.959256954201194,0.0,44.327220336855625,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1890
846,846,normal,male,vegetarian,less frequently,natural gas,private,petrol,often,370.8161275746735,rarely,3291,medium,2.9373106188556513,19.929957909161136,0.0,61.24047869352708,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2627
847,847,underweight,male,vegan,daily,coal,public,,sometimes,222.3884338201014,never,983,extra large,4.345268383747544,19.579165348652587,3.045714886696879,52.57417540655595,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2665
848,848,underweight,female,vegetarian,twice a day,electricity,public,,never,332.1440287096502,rarely,1218,medium,1.8277487261408463,62.64774810481069,1.8265275367829035,91.78995676976132,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1144
849,849,underweight,male,vegan,daily,natural gas,public,,never,308.0040637434139,frequently,1505,large,5.753888440965341,50.09227172999895,11.457971996265545,106.3040432299643,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2040
850,850,normal,male,vegan,twice a day,electricity,walk/bicycle,,never,308.78779083814794,very frequently,3,large,3.7466449601886946,37.24698697123369,0.0,67.72385812188595,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2217
851,851,underweight,male,omnivore,daily,natural gas,private,diesel,sometimes,226.55428823915565,very frequently,189,large,8.572300920247255,20.51969475888771,12.58656724248503,83.3620190940942,Yes,['Glass'],[],2614
852,852,obese,male,pescatarian,twice a day,wood,public,,sometimes,241.26232045050673,very frequently,1749,small,3.5707177076672454,10.120706469300284,2.7321405007556425,112.0,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3308
853,853,underweight,female,vegan,twice a day,natural gas,private,lpg,never,249.7059616397465,frequently,4037,medium,5.581173408215564,34.95768986660315,9.093215823641483,50.862440091599524,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2414
854,854,underweight,male,vegan,more frequently,electricity,public,,often,348.9511869640377,never,1747,large,3.8042228231482174,57.27506628774262,18.49963464810949,63.39069812050271,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1358
855,855,obese,male,omnivore,daily,natural gas,private,lpg,sometimes,205.64108484837834,frequently,2376,medium,7.01106023872665,63.237402325754644,0.0,73.79633384406533,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3488
856,856,overweight,female,vegetarian,less frequently,natural gas,private,electric,often,185.6507628353861,rarely,875,medium,6.594551383943252,20.50847523032133,19.98316475336644,68.54961561800928,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1283
857,857,overweight,male,pescatarian,twice a day,coal,public,,never,278.6339415700891,frequently,1997,large,2.176020640426319,41.50416697533361,0.0,68.27892372254142,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2199
858,858,obese,male,omnivore,daily,natural gas,public,,never,230.2351916158224,very frequently,1097,medium,4.185909328501712,13.291031518883344,15.078534130238657,48.16864864421194,No,[],"['Stove', 'Oven', 'Microwave']",3894
859,859,obese,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,318.4645626930468,rarely,58,extra large,7.112862017499675,11.258238109663779,0.0,68.09691742109158,Sometimes,"['Glass', 'Metal']",['Stove'],2440
860,860,obese,female,pescatarian,more frequently,wood,walk/bicycle,,never,263.8841544391969,frequently,31,extra large,2.2601970150817756,18.350766341800806,0.0,76.20609640458531,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",2547
861,861,underweight,male,pescatarian,more frequently,coal,walk/bicycle,,often,270.1918702813429,never,60,medium,5.208638461569209,23.323940244505312,0.0,74.99616874567324,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",1435
862,862,underweight,female,pescatarian,less frequently,coal,private,petrol,sometimes,102.50955107345573,never,3709,small,3.8908425185831867,24.589129006251262,10.185602160570749,50.70505068554354,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2227
863,863,obese,female,vegan,less frequently,electricity,public,,sometimes,313.08212039879265,very frequently,178,extra large,5.34023987622125,51.93404811348806,0.0,33.611923995509244,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2342
864,864,overweight,female,vegetarian,daily,natural gas,public,,often,345.8286943306033,never,1465,small,9.955140111929287,49.345989070179726,0.0,97.28575168340763,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",780
865,865,normal,female,omnivore,less frequently,coal,walk/bicycle,,never,272.37620983007736,very frequently,85,small,5.14053797637356,85.78938534447988,0.0,108.1715906068745,No,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2300
866,866,underweight,male,vegan,more frequently,coal,walk/bicycle,,sometimes,421.3329460832168,frequently,26,small,5.008672877482471,54.47638294167311,6.81841871512635,77.59130167395514,Yes,['Glass'],['Microwave'],1729
867,867,underweight,male,vegan,more frequently,electricity,walk/bicycle,,sometimes,198.00830666523345,rarely,49,extra large,0.7384118671434194,38.00960520627759,0.0,86.8251932184489,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1323
868,868,normal,male,vegan,twice a day,coal,public,,sometimes,375.1548308907254,very frequently,578,small,2.8240220982005235,70.43141909584287,5.548704203935587,95.30780194163188,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2515
869,869,obese,female,vegetarian,more frequently,natural gas,walk/bicycle,,often,198.53974290544463,frequently,77,small,6.32339214220319,35.87864029657072,10.11103927829546,112.0,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2393
870,870,underweight,female,omnivore,less frequently,electricity,public,,never,345.0667786810859,frequently,1507,large,7.208005500674782,4.619922719735712,5.322317736841021,112.0,Sometimes,"['Paper', 'Plastic', 'Metal']",['Oven'],1285
871,871,obese,male,vegetarian,more frequently,coal,private,hybrid,often,367.0881939194219,frequently,75,medium,6.816370443570194,83.07951068399778,0.0,43.774324765288526,Sometimes,['Paper'],['Microwave'],2485
872,872,underweight,male,vegetarian,more frequently,coal,private,electric,never,391.70843809023995,frequently,4749,medium,4.392694359013739,77.72666895116961,0.0,0.0,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2252
873,873,underweight,male,pescatarian,twice a day,natural gas,private,hybrid,often,143.9283137337743,frequently,4592,small,4.979757362100284,62.15096912769324,0.0,112.0,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2543
874,874,overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,225.9499606140395,frequently,1,small,7.351985600710991,47.08854907055189,6.199755404209111,0.0,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2092
875,875,obese,female,pescatarian,daily,electricity,private,petrol,often,277.98508743708476,very frequently,2950,large,5.651463821720556,78.12528342774854,5.308150317259075,66.75569538354272,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",3772
876,876,obese,male,vegetarian,daily,wood,walk/bicycle,,often,254.7579131551784,very frequently,98,medium,2.9217288575104177,50.70428705112275,21.725088809548733,53.68327589460425,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",3097
877,877,obese,male,vegetarian,twice a day,natural gas,private,electric,never,239.2087800824958,very frequently,5517,large,7.027161019972082,111.48065757323425,0.0,112.0,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2758
878,878,obese,male,omnivore,twice a day,electricity,private,petrol,never,268.3196950757406,never,4424,medium,4.375525116277271,23.641355265731725,16.56538979534956,55.38249425942129,Yes,"['Paper', 'Glass']",['Stove'],3306
879,879,obese,male,omnivore,daily,electricity,public,,never,197.19432342393307,frequently,1916,extra large,5.916683563642754,37.31701509521431,0.0,112.0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1669
880,880,obese,male,pescatarian,twice a day,coal,private,diesel,never,235.27396385617547,very frequently,4333,large,5.077412029453134,69.02090055783401,8.28323872688362,39.842203349372284,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3810
881,881,overweight,male,pescatarian,twice a day,wood,walk/bicycle,,sometimes,257.1118347722301,very frequently,90,medium,6.820488894598529,112.0,6.384869150884371,94.4264344087299,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",3099
882,882,overweight,male,omnivore,less frequently,electricity,private,electric,often,172.4826962184786,very frequently,1210,medium,5.83832285487678,48.467918488545976,0.0,79.08026344373017,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",2461
883,883,normal,male,vegan,twice a day,natural gas,walk/bicycle,,sometimes,268.20601988292464,frequently,97,medium,2.812934629754066,71.2439618880654,13.629384601999993,90.11415918515448,Sometimes,"['Paper', 'Plastic']",['Stove'],1310
884,884,underweight,female,vegetarian,twice a day,coal,public,,often,272.5227850064779,rarely,1099,medium,5.7541107286380555,59.54858749706628,3.118528862242587,79.56732607363307,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1767
885,885,obese,female,omnivore,daily,natural gas,public,,never,201.46676290635526,never,1934,large,4.580639926751593,41.84580142719233,4.387698351792757,76.7440957884344,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1871
886,886,normal,male,vegan,twice a day,natural gas,public,,often,256.339890819808,frequently,783,small,6.1257021547750155,63.46360025517147,0.0,101.18642479653582,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2230
887,887,obese,female,omnivore,less frequently,coal,walk/bicycle,,often,199.11578829143102,rarely,46,extra large,6.005495998498886,74.01659208037088,0.0,58.3825845273389,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2910
888,888,underweight,male,omnivore,twice a day,natural gas,public,,often,140.31838545511079,very frequently,1250,large,5.473785694875302,42.30981873005148,0.0,85.22813292453459,No,['Plastic'],[],2708
889,889,normal,female,omnivore,more frequently,coal,private,lpg,sometimes,118.57174316632327,frequently,8105,medium,7.748338149675327,44.833418716714725,1.069170647861761,77.91052944895233,Yes,['Metal'],[],4099
890,890,underweight,male,vegetarian,less frequently,wood,private,lpg,often,269.62836336783386,rarely,9007,small,3.7408493199413764,4.70806406709076,8.93723610174439,92.06433677592861,Yes,['Paper'],['Stove'],3358
891,891,underweight,female,vegetarian,daily,wood,private,lpg,sometimes,318.0399283857233,rarely,2349,small,1.2523060579954994,58.54606159669222,0.0,76.8760976157642,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1633
892,892,underweight,female,omnivore,twice a day,electricity,public,,often,235.50132635054234,very frequently,1671,extra large,6.202863089188293,43.91029779479347,0.0,74.19022337787278,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2479
893,893,normal,female,pescatarian,twice a day,electricity,public,,often,264.3521478739958,very frequently,1330,large,4.1167464998721215,25.44251009993258,3.9548019025573184,96.82297654170561,Sometimes,"['Plastic', 'Metal']",['Oven'],2539
894,894,obese,male,vegan,more frequently,natural gas,walk/bicycle,,often,340.97993760741974,frequently,71,medium,5.850078360920012,108.88339156223749,4.106111687848085,52.518883479644316,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2158
895,895,obese,male,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,266.9998173450101,very frequently,6,small,6.400165208816819,59.0400818154108,1.7324936381795468,93.52666868453946,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],2623
896,896,obese,male,vegetarian,more frequently,wood,walk/bicycle,,often,247.6874332701638,rarely,95,small,6.228983269612414,54.20591544163615,5.970966350363716,16.1171385107057,Yes,"['Plastic', 'Metal']",['Microwave'],1589
897,897,obese,female,vegan,twice a day,wood,public,,sometimes,274.159722040333,never,645,medium,3.687075238471171,21.546999399724605,0.0,84.2471111939802,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1318
898,898,overweight,male,vegetarian,more frequently,natural gas,private,diesel,often,105.79009058062672,frequently,486,extra large,8.584919801073553,27.740117013634595,0.0,61.2237425497958,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1894
899,899,underweight,female,omnivore,less frequently,coal,walk/bicycle,,never,401.51949079018624,very frequently,0,large,5.353583989199808,37.56331198939146,12.514519194019787,37.37344476903431,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2647
900,900,obese,female,vegetarian,twice a day,electricity,walk/bicycle,,often,238.52205042653978,rarely,57,medium,7.7437022101773385,33.71285178230988,8.959260457744332,23.15918800395525,Yes,['Plastic'],"['Oven', 'Microwave']",1581
901,901,normal,female,vegetarian,more frequently,wood,public,,sometimes,209.51509462194318,frequently,575,small,3.58836843217116,0.0,0.0,44.608584721911576,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1543
902,902,normal,male,pescatarian,less frequently,wood,public,,sometimes,222.55747584302736,rarely,1483,extra large,5.37559027661437,111.98203444422505,0.0,36.24952235735426,Sometimes,"['Glass', 'Metal']",['Oven'],1862
903,903,normal,male,omnivore,daily,coal,private,diesel,often,271.64864554319183,frequently,7545,medium,5.723897466581414,8.555871299395765,0.0,81.54832017708839,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3946
904,904,obese,male,vegetarian,more frequently,coal,public,,never,245.65555482083695,never,201,medium,6.342592542452378,57.34735770754637,0.0,48.112492956564765,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1878
905,905,obese,male,pescatarian,twice a day,wood,public,,sometimes,211.79028696434997,never,468,small,6.034029770269485,36.46719070475901,10.930481105349093,74.01851075799364,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",1782
906,906,overweight,male,omnivore,more frequently,electricity,walk/bicycle,,sometimes,234.31083935775007,frequently,17,small,2.541244095674981,23.621721641318153,9.625438178325414,73.17053012540514,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1653
907,907,normal,male,vegan,twice a day,electricity,walk/bicycle,,never,284.65138706570474,very frequently,51,small,5.174535677116352,46.186206201673514,0.0,84.32105173764094,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1997
908,908,overweight,male,vegetarian,more frequently,natural gas,private,lpg,often,214.61264469867533,very frequently,8722,large,7.951725796932661,69.56459720710129,20.35187875986331,112.0,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",5964
909,909,overweight,male,vegetarian,twice a day,natural gas,private,lpg,never,334.49554670732834,never,3972,medium,4.215657016287752,41.04635080387997,6.946019085615659,29.79137916851211,Yes,['Metal'],"['Stove', 'Oven']",2680
910,910,obese,female,omnivore,less frequently,electricity,walk/bicycle,,often,315.3539037472943,frequently,51,extra large,5.859153243890615,23.940176421901473,0.0,36.95984911258425,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",1559
911,911,obese,male,omnivore,twice a day,natural gas,walk/bicycle,,never,305.91543826483166,rarely,27,small,5.06850480558671,67.4657467876466,15.379421478912896,112.0,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2137
